Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\benite-apparel\fxmanifest.lua, line 18: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 85: SetPedComponentVariation
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 86: SetPedComponentVariation
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 87: SetPedComponentVariation
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 88: FreezeEntityPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 90: AttachEntityToEntity
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 91: ClearPedTasksImmediately
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 96: ClearPedTasksImmediately
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 105: GetOffsetFromEntityInWorldCoords
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 109: FreezeEntityPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 110: GetOffsetFromEntityInWorldCoords
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 114: FreezeEntityPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 128: SetBlockingOfNonTemporaryEvents
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 129: AttachEntityToEntity
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 130: ClearPedTasksImmediately
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 131: FreezeEntityPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 133: AttachEntityToEntity
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 134: ClearPedTasksImmediately
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_surgery\surgeries\shared\client.lua, line 139: ClearPedTasksImmediately
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\config.lua, line 17: AdminWaypointPermissions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\bridge\custom\client.lua, line 5: BeginTextCommandThefeedPost
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\bridge\custom\client.lua, line 6: AddTextComponentSubstringPlayerName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\bridge\custom\client.lua, line 7: EndTextCommandThefeedPostTicker
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\bridge\custom\server.lua, line 5: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\bridge\esx\server.lua, line 6: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\bridge\qb\server.lua, line 6: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\core\client.lua, line 12: BeginTextCommandSetBlipName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\core\client.lua, line 13: AddTextComponentString
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\core\client.lua, line 14: EndTextCommandSetBlipName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 3: UpdateWaypointPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 5: updateWaypointPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 77: UpdateWaypointCoords
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 81: UpdateWaypointSettings
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 85: updateWaypointSettings
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 92: OpenAdminWaypointMenu
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 128: RequestAdditionalCollisionAtCoord
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 132: UpdateWaypointCoords
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 134: GetScreenCoordFromWorldCoord
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 139: GetHudScreenPositionFromWorldPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 143: UpdateWaypointPosition
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 176: OpenAdminWaypointMenu
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 179: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 193: UpdateWaypointCoords
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 193: UpdateWaypointCoords
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 194: UpdateWaypointSettings
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\client.lua, line 194: UpdateWaypointSettings
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\server.lua, line 5: AdminWaypointPermissions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\main\server.lua, line 26: AdminWaypointPermissions
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 4: waypointListenerActive
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 7: GetResourceKvpString
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 16: UpdateWaypointSettings
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 31: StartWaypointListener
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 32: waypointListenerActive
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 33: waypointListenerActive
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 35: waypointListenerActive
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 63: OpenWaypointSettings
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 83: OpenWaypointSettings
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_waypointsdk\modules\waypoint\client.lua, line 87: StartWaypointListener
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\client.lua, line 72: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\esx\client.lua, line 9: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\esx\server.lua, line 6: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\qb\client.lua, line 9: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\qb\server.lua, line 6: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\standalone\client.lua, line 5: SetNotificationTextEntry
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\standalone\client.lua, line 6: AddTextComponentString
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\standalone\client.lua, line 10: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[pickle]\pickle_xp\bridge\standalone\server.lua, line 5: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 125: CreateRuntimeTextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 215: GetDistanceBetweenCoords
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 235: RayCastGamePlayCamera
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 258: AddTextComponentString
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 268: RayCastGamePlayCamera
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 284: IsControlJustReleased
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 288: IsControlJustReleased
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 309: IsControlJustReleased
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 317: IsControlJustReleased
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\client.lua, line 347: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\permistions.lua, line 34: GetPlayerIdentifiers
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\server.lua, line 122: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\server.lua, line 127: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\server.lua, line 13: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\server.lua, line 117: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\server.lua, line 121: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\server.lua, line 122: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW\server.lua, line 123: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 80: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 85: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 2: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 5: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 14: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 15: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 29: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 39: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 51: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 66: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 79: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 80: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\server.lua, line 81: load
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\main.lua, line 23: RayCastGamePlayCamera
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\main.lua, line 46: AddTextComponentString
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\main.lua, line 56: RayCastGamePlayCamera
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\main.lua, line 65: IsControlJustReleased
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\main.lua, line 69: IsControlJustReleased
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 50: TextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 50: TextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 56: CreateRuntimeTextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 56: TextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 66: TextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 66: TextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 67: TextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 71: TextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\RW_DRAW_V2\frontend\map.lua, line 107: GetCurrentResourceName
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 5: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 30: CurrentlyWorkingTVsLocal
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 57: DeleteRemoteControlProp
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 66: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 69: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 70: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 71: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 79: DoRemoteControlAnimation
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 88: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 94: NewremoteControlProp
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 97: DeleteRemoteControlProp
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 103: DoRemoteControlAnimation
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 105: AttachEntityToEntity
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 113: GetCurrentlyWorkingTVLocal
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 114: CurrentlyWorkingTVsLocal
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 115: CurrentlyWorkingTVsLocal
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 135: GetCurrentlyWorkingTVLocal
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 155: DoRemoteControlAnimation
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 158: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 160: DeleteRemoteControlProp
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 163: remoteControlAnimLib
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 172: CreateNamedRenderTargetForModel
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 175: IsNamedRendertargetRegistered
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 176: RegisterNamedRendertarget
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 179: IsNamedRendertargetLinked
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 180: LinkNamedRendertarget
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 183: IsNamedRendertargetRegistered
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 184: GetNamedRendertargetRenderId
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 209: SetScriptGfxDrawBehindPausemenu
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 213: GetDefaultScriptRendertargetRenderId
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 215: SetScriptGfxDrawBehindPausemenu
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 265: RemoveTelevisionLocal
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 300: RequestScaleformMovie
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 302: HasScaleformMovieLoaded
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 303: RequestScaleformMovie
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 313: GetCurrentlyWorkingTVLocal
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 325: CreateRuntimeTextureFromDuiHandle
Match found in C:\Users\Administrator\Desktop\UkendtRoleplay\txData\ARP_1337RP.base\resources\[standalone]\[poster]\tgg-remotetv\client\cl_main.lua, line 329: PushScaleformMovieFunction
